post_id,run_id,scraped_at,price,year,make,model,mileage,body_type,color,condition,title_status,city,state,number_of_owners,seller_type,llm_provider,llm_model,llm_ts,source_txt
7920862034,20260330130024,2026-03-30T13:00:24Z,8495,2016,Subaru,Impreza,135000,sedan,,good,clean,,,,,vertex,gemini-2.5-flash,2026-03-30T13:12:18.871745Z,scrapes/20260330130024/7920862034.txt
7921142645,20260331110006,2026-03-31T11:00:06Z,1800,2007,nissan,pathfinder,168000,SUV,grey,fair,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T11:12:19.019343Z,scrapes/20260331110006/7921142645.txt
7921157800,20260331120035,2026-03-31T12:00:35Z,7995,2006,Mercedes-Benz,CLS 500,76859,sedan,blue,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T12:12:20.616321Z,scrapes/20260331120035/7921157800.txt
7921158081,20260331110006,2026-03-31T11:00:06Z,15495,2008,Ford,F-550 Super Duty,97458,truck,red,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T11:12:21.143597Z,scrapes/20260331110006/7921158081.txt
7921159025,20260331120035,2026-03-31T12:00:35Z,8995,2016,Chrysler,300c,128235,sedan,red,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T12:12:23.970278Z,scrapes/20260331120035/7921159025.txt
7921159155,20260331130038,2026-03-31T13:00:38Z,10495,2017,buick,enclave,107147,SUV,red,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T13:12:21.078618Z,scrapes/20260331130038/7921159155.txt
7921198965,20260331130038,2026-03-31T13:00:38Z,21700,2022,Toyota,Camry SE,70610,sedan,grey,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T13:12:23.282551Z,scrapes/20260331130038/7921198965.txt
7921260136,20260331080026,2026-03-31T08:00:26Z,8885,2014,Subaru,Outback Limited AWD Wagon,128000,Wagon,blue,good,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T08:12:29.220390Z,scrapes/20260331080026/7921260136.txt
7921457439,20260402160027,2026-04-02T16:00:27Z,10250,2020,Nissan,Pathfinder S,111432,SUV,black,excellent,clean,North Branford,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T16:12:24.511460Z,scrapes/20260402160027/7921457439.txt
7921492065,20260327180018,2026-03-27T18:00:18Z,2800,2005,toyota,camry,220000,sedan,,good,clean,,,,,vertex,gemini-2.5-flash,2026-03-27T18:12:47.482573Z,scrapes/20260327180018/7921492065.txt
7921493644,20260327190020,2026-03-27T19:00:20Z,7800,2009,chevrolet,silverado 1500,150000,truck,,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-27T19:12:43.107583Z,scrapes/20260327190020/7921493644.txt
7921578505,20260401110017,2026-04-01T11:00:17Z,2200,1993,Buick,regal custom coupe,54600,coupe,,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-04-01T11:12:28.054069Z,scrapes/20260401110017/7921578505.txt
7921603068,20260402080020,2026-04-02T08:00:20Z,14900,2017,Lincoln,MKT Limousine,190964,Limousine,black,good,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T08:12:25.218538Z,scrapes/20260402080020/7921603068.txt
7921614617,20260402100016,2026-04-02T10:00:16Z,5900,2008,Toyota,Corolla,139374,sedan,gold,,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T10:12:21.355594Z,scrapes/20260402100016/7921614617.txt
7921640793,20260402150015,2026-04-02T15:00:15Z,18000,2012,Mercedes-Benz,S-class S550,68000,sedan,black,like new,clean,Madison,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T15:12:21.845136Z,scrapes/20260402150015/7921640793.txt
7921820814,20260402130024,2026-04-02T13:00:24Z,59000,2019,Ford,F450 Super Duty,131000,truck,black,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T13:12:41.203308Z,scrapes/20260402130024/7921820814.txt
7921847519,20260402160027,2026-04-02T16:00:27Z,1600,2012,chrysler,town & country,166000,minivan,custom,good,clean,Bridgeport,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T16:12:44.733687Z,scrapes/20260402160027/7921847519.txt
7922056251,20260402120020,2026-04-02T12:00:20Z,5999,2004,Chevy,Silverado 2500,200000,truck,,,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T12:12:41.725197Z,scrapes/20260402120020/7922056251.txt
7922107506,20260402090038,2026-04-02T09:00:38Z,3288,2002,Dodge,Neon,150000,,,,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T09:12:40.156237Z,scrapes/20260402090038/7922107506.txt
7922205598,20260402160027,2026-04-02T16:00:27Z,8500,2011,GMC,Savana 1500 Cargo,110885,van,white,fair,clean,Canterbury,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T16:12:47.324754Z,scrapes/20260402160027/7922205598.txt
7922250160,20260331170007,2026-03-31T17:00:07Z,10200,2014,chevy,tahoe,155000,SUV,silver,like new,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T17:12:47.364277Z,scrapes/20260331170007/7922250160.txt
7922401745,20260402180016,2026-04-02T18:00:16Z,68993,2023,Chrysler,Pacifica Touring L,20228,minivan,Brilliant Blue,like new,clean,Hudson,NH,,dealer,vertex,gemini-2.5-flash,2026-04-02T18:12:43.450688Z,scrapes/20260402180016/7922401745.txt
7922420256,20260402170026,2026-04-02T17:00:26Z,2600,1998,Toyota,Camry,168000,sedan,,good,clean,Berlin,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T17:33:37.400855Z,scrapes/20260402170026/7922420256.txt
7922483601,20260331120035,2026-03-31T12:00:35Z,8500,2011,Chevrolet,Tahoe,178907,SUV,red,Used,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T12:13:25.003522Z,scrapes/20260331120035/7922483601.txt
7922501024,20260402130024,2026-04-02T13:00:24Z,44500,1940,Ford,Coupe Deluxe,,coupe,red,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T13:12:56.124678Z,scrapes/20260402130024/7922501024.txt
7922507145,20260331130038,2026-03-31T13:00:38Z,10850,2015,Ford,Fusion,92276,sedan,black,Used,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T13:14:00.255173Z,scrapes/20260331130038/7922507145.txt
7922507523,20260402160027,2026-04-02T16:00:27Z,13800,2019,Audi,A4,71241,sedan,black,Used,clean,Bridgeport,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T16:13:06.917656Z,scrapes/20260402160027/7922507523.txt
7922507838,20260331030023,2026-03-31T03:00:23Z,9400,2015,Honda,Civic Sedan,130759,sedan,blue,,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T03:13:02.003359Z,scrapes/20260331030023/7922507838.txt
7922688678,20260326200036,2026-03-26T20:00:36Z,6900,2012,Honda,Accord LX,150492,sedan,black,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-26T20:15:05.291155Z,scrapes/20260326200036/7922688678.txt
7922813137,20260402150015,2026-04-02T15:00:15Z,5999,2009,Honda,accord,120000,sedan,grey,excellent,clean,Stratford,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T15:13:33.814656Z,scrapes/20260402150015/7922813137.txt
7922813805,20260402130024,2026-04-02T13:00:24Z,7500,2015,Honda,Accord,149000,sedan,black,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T13:13:51.804216Z,scrapes/20260402130024/7922813805.txt
7922902947,20260402090038,2026-04-02T09:00:38Z,4000,2003,nissan,altima,84000,sedan,brown,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T09:14:01.762599Z,scrapes/20260402090038/7922902947.txt
7922959941,20260402130024,2026-04-02T13:00:24Z,25000,1976,chevrolet,camaro,139000,coupe,blue,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T13:14:07.458196Z,scrapes/20260402130024/7922959941.txt
7923189477,20260402180016,2026-04-02T18:00:16Z,9800,2013,Lexus,RX 350,168000,SUV,,like new,clean,West Hartford,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T18:14:27.158414Z,scrapes/20260402180016/7923189477.txt
7923252224,20260402110015,2026-04-02T11:00:15Z,3300,2010,hyundia,elantra,133500,sedan,grey,good,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T11:13:51.562937Z,scrapes/20260402110015/7923252224.txt
7923269589,20260402150015,2026-04-02T15:00:15Z,13800,2015,Cadillac,ATS Sedan,80600,Sedan,Tan Silver Coast Metallic,,clean,Stamford,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T15:14:35.014681Z,scrapes/20260402150015/7923269589.txt
7923456476,20260402070006,2026-04-02T07:00:06Z,3995,2012,Kia,Rio,95000,sedan,red,good,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T07:14:02.235374Z,scrapes/20260402070006/7923456476.txt
7923525504,20260402180016,2026-04-02T18:00:16Z,5000,2012,nissan,altima 2.5 sl,140000,,black,excellent,clean,Derby,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T18:15:26.267832Z,scrapes/20260402180016/7923525504.txt
7923529166,20260330080019,2026-03-30T08:00:19Z,3950,2007,ford,E250,128000,van,white,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-30T08:15:34.499130Z,scrapes/20260330080019/7923529166.txt
7920050164,20260326190027,2026-03-26T19:00:27Z,5900,2015,chevy,city express,157000,van,white,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-26T19:12:21.713679Z,scrapes/20260326190027/7920050164.txt
7920350208,20260326150006,2026-03-26T15:00:06Z,3900,2013,Subaru,Impreza,150000,hatchback,,,clean,,,,,vertex,gemini-2.5-flash,2026-03-26T15:12:40.307418Z,scrapes/20260326150006/7920350208.txt
7920442045,20260327120013,2026-03-27T12:00:13Z,4000,2009,Infiniti,QX56,275000,SUV,white,good,clean,,,,,vertex,gemini-2.5-flash,2026-03-27T12:12:19.632036Z,scrapes/20260327120013/7920442045.txt
7920649827,20260327160035,2026-03-27T16:00:35Z,4500,2008,honda,pilot ex,145000,SUV,,good,clean,,,,,vertex,gemini-2.5-flash,2026-03-27T16:12:19.835551Z,scrapes/20260327160035/7920649827.txt
7920755945,20260327140009,2026-03-27T14:00:09Z,1250,2005,Ford,Escape,183000,SUV,blue,good,clean,,,,,vertex,gemini-2.5-flash,2026-03-27T14:12:25.439817Z,scrapes/20260327140009/7920755945.txt
7920756308,20260328060014,2026-03-28T06:00:14Z,10000,2008,ford,f-350 super duty,126000,truck,white,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-28T06:12:25.018885Z,scrapes/20260328060014/7920756308.txt
7920857183,20260330090022,2026-03-30T09:00:22Z,13000,2020,Toyota,Corolla LE,60249,sedan,blue,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-30T09:12:19.252031Z,scrapes/20260330090022/7920857183.txt
7921075364,20260331100015,2026-03-31T10:00:15Z,5500,2011,Mercedes,ML350,180000,SUV,,good,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T10:12:19.011041Z,scrapes/20260331100015/7921075364.txt
7921158442,20260331130038,2026-03-31T13:00:38Z,6495,2013,Nissan,Altima,127789,sedan,white,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T13:12:18.405969Z,scrapes/20260331130038/7921158442.txt
7921159876,20260331040023,2026-03-31T04:00:23Z,12495,2013,mercedes-benz,e-class,124060,coupe,black,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T04:12:25.035133Z,scrapes/20260331040023/7921159876.txt
7921191293,20260331120035,2026-03-31T12:00:35Z,6500,2002,ford,f-150,118500,truck,green,good,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T12:12:27.013774Z,scrapes/20260331120035/7921191293.txt
7921215068,20260331130038,2026-03-31T13:00:38Z,,2022,acura,tlx,30000,sedan,,,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T13:12:38.217884Z,scrapes/20260331130038/7921215068.txt
7921613873,20260402180016,2026-04-02T18:00:16Z,4700,2014,volkswagen,Jetta SE,158000,sedan,blue,good,clean,Middlebury,CT,1,private seller,vertex,gemini-2.5-flash,2026-04-02T18:12:21.420813Z,scrapes/20260402180016/7921613873.txt
7921688351,20260402170026,2026-04-02T17:00:26Z,3288,2002,Dodge,Neon,150000,,,,clean,Wallingford,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T17:33:11.174432Z,scrapes/20260402170026/7921688351.txt
7921740355,20260402130024,2026-04-02T13:00:24Z,9998,2015,Subaru,Forester,131732,Wagon,Black,Used,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T13:12:33.364881Z,scrapes/20260402130024/7921740355.txt
7921888310,20260402100016,2026-04-02T10:00:16Z,3000,2013,infiniti,g37x,179282,sedan,white,good,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T10:12:31.557491Z,scrapes/20260402100016/7921888310.txt
7922176112,20260402150015,2026-04-02T15:00:15Z,9885,2016,BMW,X3,124000,SUV,white,excellent,clean,Branford,CT,1,private seller,vertex,gemini-2.5-flash,2026-04-02T15:12:34.119328Z,scrapes/20260402150015/7922176112.txt
7922411334,20260401230010,2026-04-01T23:00:10Z,8999,2014,Subaru,XV Crosstrek Hybrid AWD,120228,hatchback,green,good,clean,,,,,vertex,gemini-2.5-flash,2026-04-01T23:12:52.281708Z,scrapes/20260401230010/7922411334.txt
7922452370,20260402130024,2026-04-02T13:00:24Z,2500,2002,Chevrolet,Impala,168886,sedan,,fair,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T13:12:47.444926Z,scrapes/20260402130024/7922452370.txt
7922507170,20260330230017,2026-03-30T23:00:17Z,14850,2018,INFINITI,Q50,139096,sedan,white,,clean,,,,,vertex,gemini-2.5-flash,2026-03-30T23:13:59.440430Z,scrapes/20260330230017/7922507170.txt
7922507666,20260331110006,2026-03-31T11:00:06Z,12850,2016,Dodge,Grand Caravan,48019,minivan,blue,Used,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T11:13:33.990458Z,scrapes/20260331110006/7922507666.txt
7922507737,20260402180016,2026-04-02T18:00:16Z,8900,2017,Hyundai,Elantra,105189,sedan,red,Used,clean,Bridgeport,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T18:12:53.677224Z,scrapes/20260402180016/7922507737.txt
7922673481,20260402180016,2026-04-02T18:00:16Z,1550,2012,Chrysler,Town & Country,166000,minivan,,good,clean,Bridgeport,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T18:13:46.653390Z,scrapes/20260402180016/7922673481.txt
7922689259,20260326170025,2026-03-26T17:00:25Z,8900,2014,Volkswagen,Passat,85972,sedan,grey,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-26T17:15:14.504614Z,scrapes/20260326170025/7922689259.txt
7922693133,20260326210012,2026-03-26T21:00:12Z,5900,2016,Ford,Fiesta S,88133,sedan,white,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-26T21:15:18.629811Z,scrapes/20260326210012/7922693133.txt
7922723123,20260402140006,2026-04-02T14:00:06Z,48920,2018,Lexus,LC 500,19539,,,excellent,clean,New Haven,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T14:14:12.364071Z,scrapes/20260402140006/7922723123.txt
7922869991,20260402160027,2026-04-02T16:00:27Z,14500,2017,Ram,ProMaster 2500,173128,van,white,excellent,clean,Cheshire,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T16:14:38.745096Z,scrapes/20260402160027/7922869991.txt
7922939454,20260402120020,2026-04-02T12:00:20Z,88993,2024,RAM,PROMASTER 2500 159 WB,25,van,white,new,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T12:13:53.621883Z,scrapes/20260402120020/7922939454.txt
7922970432,20260402160027,2026-04-02T16:00:27Z,8995,2004,Mercedes-Benz,S500 4Matic,80982,sedan,black,like new,clean,West Haven,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T16:15:07.999049Z,scrapes/20260402160027/7922970432.txt
7923005029,20260402180016,2026-04-02T18:00:16Z,3900,2012,Mazda,5,172000,van,grey,excellent,clean,Shelton,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T18:14:11.869177Z,scrapes/20260402180016/7923005029.txt
7923062721,20260402150015,2026-04-02T15:00:15Z,7999,2013,Honda,Civic,112885,sedan,blue,excellent,clean,Manchester,NH,2,dealer,vertex,gemini-2.5-flash,2026-04-02T15:14:11.614559Z,scrapes/20260402150015/7923062721.txt
7923077861,20260331190007,2026-03-31T19:00:07Z,5500,2015,ford,fusion se,142000,sedan,white,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T19:14:32.053879Z,scrapes/20260331190007/7923077861.txt
7923197043,20260402060006,2026-04-02T06:00:06Z,9998,2015,Subaru,XV Crosstrek,154359,SUV,Gray,Used,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T06:13:52.957620Z,scrapes/20260402060006/7923197043.txt
7923279122,20260329190011,2026-03-29T19:00:11Z,2000,2022,acura,tlx,30000,sedan,,,clean,,,,,vertex,gemini-2.5-flash,2026-03-29T19:15:37.453342Z,scrapes/20260329190011/7923279122.txt
7923303801,20260331160030,2026-03-31T16:00:30Z,5200,2014,Dodge,Grand Caravan SXT,109000,minivan,black,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T16:14:42.409477Z,scrapes/20260331160030/7923303801.txt
7923400592,20260326150006,2026-03-26T15:00:06Z,2500,2011,subaru,forester,199000,SUV,silver,good,clean,,,,,vertex,gemini-2.5-flash,2026-03-26T15:18:10.408176Z,scrapes/20260326150006/7923400592.txt
7923612482,20260327170005,2026-03-27T17:00:05Z,5000,1991,Volvo,240,300000,wagon,,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-27T17:16:23.249867Z,scrapes/20260327170005/7923612482.txt
7923643535,20260402070006,2026-04-02T07:00:06Z,5485,2013,Volvo,S60 T5 Sport Sedan,101000,sedan,white,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T07:14:19.501492Z,scrapes/20260402070006/7923643535.txt
7923643545,20260329010010,2026-03-29T01:00:10Z,6950,2017,Kia,Sportage,105000,SUV,silver,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-29T01:14:43.598841Z,scrapes/20260329010010/7923643545.txt
7919880815,20260326160038,2026-03-26T16:00:38Z,4400,2008,cadillac,escalade,250000,SUV,,,clean,,,,,vertex,gemini-2.5-flash,2026-03-26T16:12:30.351868Z,scrapes/20260326160038/7919880815.txt
7920208963,20260326190027,2026-03-26T19:00:27Z,3288,2002,Dodge,Neon,150000,,,,clean,,,,,vertex,gemini-2.5-flash,2026-03-26T19:12:29.188992Z,scrapes/20260326190027/7920208963.txt
7920529446,20260327130020,2026-03-27T13:00:20Z,4995,2011,Nissan,Sentra SR,126000,,,like new,clean,,,,,vertex,gemini-2.5-flash,2026-03-27T13:12:22.103175Z,scrapes/20260327130020/7920529446.txt
7920771207,20260330220036,2026-03-30T22:00:36Z,10885,2016,GMC,Acadia,110000,SUV,black,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-30T22:12:16.972818Z,scrapes/20260330220036/7920771207.txt
7920833286,20260330190019,2026-03-30T19:00:19Z,13000,2005,Dodge,Ram 2500,216000,pickup,white,good,clean,,,,,vertex,gemini-2.5-flash,2026-03-30T19:12:15.794511Z,scrapes/20260330190019/7920833286.txt
7921417422,20260402160027,2026-04-02T16:00:27Z,4900,2006,Saab,9-2X Aero,140000,hatchback,grey,good,clean,Branford,CT,2,dealer,vertex,gemini-2.5-flash,2026-04-02T16:12:20.199363Z,scrapes/20260402160027/7921417422.txt
7921444253,20260402090038,2026-04-02T09:00:38Z,3288,2002,Dodge,Neon,150000,,,,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T09:12:18.198071Z,scrapes/20260402090038/7921444253.txt
7921492564,20260328060014,2026-03-28T06:00:14Z,6500,2014,Subaru,Impreza,104000,hatchback,,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-28T06:12:43.455564Z,scrapes/20260328060014/7921492564.txt
7921614684,20260330230017,2026-03-30T23:00:17Z,59000,1969,Chevrolet,Camaro,4664,,blue,Used,clean,,,,,vertex,gemini-2.5-flash,2026-03-30T23:12:39.072866Z,scrapes/20260330230017/7921614684.txt
7921873546,20260402150015,2026-04-02T15:00:15Z,5000,2003,jeep,liberty sport 4x4,48000,truck,,like new,clean,Derby,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T15:12:29.191329Z,scrapes/20260402150015/7921873546.txt
7922045837,20260402110015,2026-04-02T11:00:15Z,4500,2008,Honda,CR-V,166657,SUV,black,good,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T11:12:48.362246Z,scrapes/20260402110015/7922045837.txt
7922279684,20260402140006,2026-04-02T14:00:06Z,4900,2015,Nissan,Rogue S,133000,SUV,black,excellent,clean,Shelton,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T14:12:26.205547Z,scrapes/20260402140006/7922279684.txt
7922385577,20260402060006,2026-04-02T06:00:06Z,47500,2019,Mercedes Benz,AMG GLE 43 Coupe,74648,coupe,black,like new,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T06:12:36.779592Z,scrapes/20260402060006/7922385577.txt
7922410662,20260402170026,2026-04-02T17:00:26Z,9499,2016,Toyota,Prius Two,173177,hatchback,silver,good,clean,Bethany,CT,1,dealer,vertex,gemini-2.5-flash,2026-04-02T17:33:34.734193Z,scrapes/20260402170026/7922410662.txt
7922483516,20260331130038,2026-03-31T13:00:38Z,12300,2014,Ford,Econoline Cargo Van e-250,91374,van,white,,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T13:13:51.872607Z,scrapes/20260331130038/7922483516.txt
7922490891,20260402180016,2026-04-02T18:00:16Z,7000,1963,AMC,Rambler Classic,57290,sedan,yellow,excellent,clean,Guilford,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T18:12:46.795667Z,scrapes/20260402180016/7922490891.txt
7922507293,20260402100016,2026-04-02T10:00:16Z,9700,2011,Ram,Dakota,129550,truck,black,Used,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T10:12:55.234800Z,scrapes/20260402100016/7922507293.txt
7922507589,20260331070006,2026-03-31T07:00:06Z,13500,2011,Lexus,LS 460,115212,sedan,blue,,clean,,,,,vertex,gemini-2.5-flash,2026-03-31T07:13:52.350384Z,scrapes/20260331070006/7922507589.txt
7922507642,20260402180016,2026-04-02T18:00:16Z,8800,2015,Kia,Optima,116669,sedan,silver,,clean,Bridgeport,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T18:12:50.099504Z,scrapes/20260402180016/7922507642.txt
7922507872,20260402130024,2026-04-02T13:00:24Z,14600,2014,Chevrolet,Silverado 1500,142168,truck,gray,Used,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T13:13:01.699584Z,scrapes/20260402130024/7922507872.txt
7922588638,20260402160027,2026-04-02T16:00:27Z,6900,2015,Subaru,Forester 2.5i Limited AWD,150818,SUV,Silver,like new,clean,Meriden,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T16:13:58.844429Z,scrapes/20260402160027/7922588638.txt
7922656489,20260328030005,2026-03-28T03:00:05Z,3700,2009,Toyota,Sienna,180000,van,grey,fair,clean,,,,,vertex,gemini-2.5-flash,2026-03-28T03:14:04.307713Z,scrapes/20260328030005/7922656489.txt
7922688851,20260326200036,2026-03-26T20:00:36Z,3900,2013,Nissan,Versa,121347,sedan,grey,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-26T20:15:11.960847Z,scrapes/20260326200036/7922688851.txt
7922727165,20260402130024,2026-04-02T13:00:24Z,12500,2018,Ford,F-150,155000,truck,silver,good,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T13:13:28.255411Z,scrapes/20260402130024/7922727165.txt
7922764895,20260402170026,2026-04-02T17:00:26Z,3200,2006,saab,9-3 convertible,145000,convertible,grey,good,clean,New Haven,CT,,private seller,vertex,gemini-2.5-flash,2026-04-02T17:34:33.347859Z,scrapes/20260402170026/7922764895.txt
7922888909,20260402050025,2026-04-02T05:00:25Z,3288,2002,Dodge,Neon,150000,,,,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T05:13:14.626672Z,scrapes/20260402050025/7922888909.txt
7922976931,20260327120013,2026-03-27T12:00:13Z,7400,2010,TOYOTA,CAMRY LE,149000,sedan,,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-03-27T12:16:35.258281Z,scrapes/20260327120013/7922976931.txt
7923269623,20260402180016,2026-04-02T18:00:16Z,14800,2016,BMW,5 Series,100300,Sedan,Black,Good,clean,Stamford,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T18:14:58.868239Z,scrapes/20260402180016/7923269623.txt
7923455555,20260402160027,2026-04-02T16:00:27Z,5000,2021,Tesla,Model Y,61000,wagon,white,like new,clean,North Haven,CT,,dealer,vertex,gemini-2.5-flash,2026-04-02T16:16:07.644494Z,scrapes/20260402160027/7923455555.txt
7923518061,20260402120020,2026-04-02T12:00:20Z,9885,2016,Nissan,Pathfinder,114000,SUV,blue,excellent,clean,,,,,vertex,gemini-2.5-flash,2026-04-02T12:15:04.121524Z,scrapes/20260402120020/7923518061.txt
